moment,corrected
2018-03-25T20:00Z,0.180886184851948739
2018-04-01T20:00Z,0.179491855310000642
2018-04-08T20:00Z,0.175756376695238886
2018-04-15T20:00Z,0.198685518954546114
2018-04-22T20:00Z,0.360715604306667381
2018-04-29T20:00Z,0.466504999801481968
2018-05-06T20:00Z,0.45356486371111171
2018-05-13T20:00Z,0.363085353820370882
2018-05-20T20:00Z,0.302221704059504936
2018-05-27T20:00Z,0.265922566641667302
2018-06-03T20:00Z,0.246376882831405547
2018-06-10T20:00Z,0.246924552050174884
2018-06-17T20:00Z,0.225967906010371034
2018-06-24T20:00Z,0.207751766569742452
2018-07-01T20:00Z,0.192943303005323974
2018-07-08T20:00Z,0.17908221229921345
2018-07-15T20:00Z,0.175070272486364198
2018-07-22T20:00Z,0.188938648817891908
2018-07-29T20:00Z,0.172220331436242213
2018-08-05T20:00Z,0.163900659971548873
2018-08-12T20:00Z,0.164913785798374651
2018-08-19T20:00Z,0.161760795454545886
