moment,corrected
2018-12-10T00:00Z,0.251153708936056042
2018-12-17T00:00Z,0.306832556744953466
2018-12-24T00:00Z,0.674947659191523774
2018-12-31T00:00Z,0.515104726162956217
2019-01-07T00:00Z,0.250544775260010233
2019-01-14T00:00Z,0.247124393441518569
2019-01-21T00:00Z,0.245828609090546851
2019-01-28T00:00Z,0.248193317257654783
2019-02-04T00:00Z,0.237593634097690382
2019-02-11T00:00Z,0.228512759730127857
2019-02-18T00:00Z,0.220902092034854169
2019-02-25T00:00Z,0.234909796058474063
2019-03-04T00:00Z,0.23860223138247752
2019-03-11T00:00Z,0.244656885298705273
2019-03-18T00:00Z,0.243167499439331108
2019-03-25T00:00Z,0.246325681471177699
2019-04-01T00:00Z,0.283934692382812992
