moment,corrected
2018-12-17T00:00Z,0.645285436318520533
2018-12-24T00:00Z,0.777255538854781713
2018-12-31T00:00Z,0.715947334989821105
2019-01-07T00:00Z,0.693961050742922136
2019-01-14T00:00Z,0.688723764605487787
2019-01-21T00:00Z,0.730677836131142011
2019-01-28T00:00Z,0.705942850897834817
2019-02-04T00:00Z,0.640761842195783693
2019-02-11T00:00Z,0.641548371105013393
2019-02-18T00:00Z,0.635372398738498823
2019-02-25T00:00Z,0.615293724288123789
2019-03-04T00:00Z,0.560080891135667502
2019-03-11T00:00Z,0.56651739699036785
2019-03-18T00:00Z,0.455508883482070859
2019-03-25T00:00Z,0.362789761254174947
2019-04-01T00:00Z,0.402111669743856759
