moment,q0,q10,q50,q90,q100,corrected
2019-03-18T18:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245914967864990786
2019-03-18T18:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246384478637695636
2019-03-18T19:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246323970855714336
2019-03-18T19:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245145899078369922
2019-03-18T20:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245988393707275321
2019-03-18T20:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246888045440673665
2019-03-18T21:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.244894869995118114
2019-03-18T21:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246022401214601061
2019-03-18T22:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245233462097168342
2019-03-18T22:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.24416442703247121
2019-03-18T23:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245097980865478959
2019-03-18T23:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.244326795043946277
2019-03-19T00:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245275544006348767
2019-03-19T00:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.244100254608154543
2019-03-19T01:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.245647084533691995
2019-03-19T01:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246885432647705017
2019-03-19T02:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.24618187533569369
2019-03-19T02:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246948105987549127
2019-03-19T03:00Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.246721180175782706
2019-03-19T03:30Z,0.244100254608154543,0.24443370498046893,0.24641194235229591,0.248812271023560433,0.250410897552491463,0.247808353912354562
2019-03-19T04:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.24388729028320455
2019-03-19T04:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.246645477264404889
2019-03-19T05:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.246916496612548997
2019-03-19T05:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.246596555725098199
2019-03-19T06:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.246816360809326341
2019-03-19T06:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248601751312255814
2019-03-19T07:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.247994769439698004
2019-03-19T07:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.24862084365844872
2019-03-19T08:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.247902091217040876
2019-03-19T08:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.249360420104981273
2019-03-19T09:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248910955352783958
2019-03-19T09:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248866372161865357
2019-03-19T10:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248190808105469785
2019-03-19T10:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248507574005127907
2019-03-19T11:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248494159057617736
2019-03-19T11:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.248054548889161453
2019-03-19T12:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.245325308837891498
2019-03-19T12:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.244905232147218044
2019-03-19T13:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.244130927093506145
2019-03-19T13:30Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.244146900207519835
2019-03-19T14:00Z,0.241126385101319229,0.242768099621582856,0.245328897079468256,0.248535827197266274,0.249360420104981273,0.24225430169677864
