moment,corrected
2018-12-17T00:00Z,41.9696915749678112
2018-12-24T00:00Z,25.9362181059922783
2018-12-31T00:00Z,25.4154341546488212
2019-01-07T00:00Z,23.31698488985732
2019-01-14T00:00Z,19.7609883644957804
2019-01-21T00:00Z,21.0240986821479083
2019-01-28T00:00Z,18.6344974125102851
2019-02-04T00:00Z,21.5042180993596936
2019-02-11T00:00Z,17.7515663630520919
2019-02-18T00:00Z,0.236412112582615908
2019-02-25T00:00Z,0.239017339556830827
2019-03-04T00:00Z,0.211988566878268281
2019-03-11T00:00Z,0.216234403483709287
2019-03-18T00:00Z,0.214994355347043503
2019-03-25T00:00Z,0.216055071546191912
2019-04-01T00:00Z,0.283237310000950093
